SITE,USAF,YEAR,BBCH11,n_11,LAT,LON
955401988,95540,1988,128,1,50.98,10.97
955801976,95580,1976,129,2,50.38,11.18
955801979,95580,1979,135.5,2,50.38,11.18
955801980,95580,1980,144,1,50.38,11.18
955801983,95580,1983,122,1,50.38,11.18
955801986,95580,1986,116,1,50.38,11.18
955801987,95580,1987,133.5,2,50.38,11.18
955801988,95580,1988,123,1,50.38,11.18
955801990,95580,1990,132,1,50.38,11.18
956701977,95670,1977,135,1,50.88,12.13
956701980,95670,1980,145.5,2,50.88,12.13
956701981,95670,1981,131,1,50.88,12.13
956701982,95670,1982,136,2,50.88,12.13
956701985,95670,1985,125,1,50.88,12.13
956701989,95670,1989,117,1,50.88,12.13
956701990,95670,1990,117.3333333333,3,50.88,12.13
956901977,95690,1977,147,1,50.50,12.15
956901982,95690,1982,140,1,50.50,12.15
956901985,95690,1985,140,1,50.50,12.15
956901986,95690,1986,137,2,50.50,12.15
956901987,95690,1987,131,1,50.50,12.15
956901991,95690,1991,133,1,50.50,12.15
957701976,95770,1976,133.6666666667,3,50.82,12.90
957701977,95770,1977,138,1,50.82,12.90
957701978,95770,1978,144,2,50.82,12.90
957701979,95770,1979,137,1,50.82,12.90
957701980,95770,1980,143,2,50.82,12.90
957701982,95770,1982,133,1,50.82,12.90
957701983,95770,1983,139,2,50.82,12.90
957701985,95770,1985,132,3,50.82,12.90
957701986,95770,1986,128,1,50.82,12.90
957701991,95770,1991,145.5,2,50.82,12.90
957801978,95780,1978,160,2,50.43,12.95
957801979,95780,1979,145,1,50.43,12.95
957801980,95780,1980,149,1,50.43,12.95
957801981,95780,1981,136,2,50.43,12.95
957801984,95780,1984,152,1,50.43,12.95
957801985,95780,1985,142,3,50.43,12.95
957801986,95780,1986,127,1,50.43,12.95
957801987,95780,1987,146,2,50.43,12.95
957801991,95780,1991,161,1,50.43,12.95
958201982,95820,1982,131,1,50.73,13.75
958201984,95820,1984,135.5,2,50.73,13.75
958201985,95820,1985,129,1,50.73,13.75
958201989,95820,1989,130,1,50.73,13.75
958201990,95820,1990,122,1,50.73,13.75
1001801992,100180,1992,139,1,54.92,8.35
1001801993,100180,1993,131,1,54.92,8.35
1001801994,100180,1994,133,1,54.92,8.35
1001801995,100180,1995,140,1,54.92,8.35
1001801996,100180,1996,148,1,54.92,8.35
1001801999,100180,1999,135,1,54.92,8.35
1001802000,100180,2000,134,1,54.92,8.35
1001802004,100180,2004,121,1,54.92,8.35
1001802005,100180,2005,130,1,54.92,8.35
1001802006,100180,2006,139,1,54.92,8.35
1001802007,100180,2007,90,1,54.92,8.35
1001802008,100180,2008,113,1,54.92,8.35
1001802009,100180,2009,93,1,54.92,8.35
1001802010,100180,2010,111,1,54.92,8.35
1002001981,100200,1981,123,1,55.02,8.42
1002001988,100200,1988,129,1,55.02,8.42
1002001989,100200,1989,125,1,55.02,8.42
1002001990,100200,1990,126,1,55.02,8.42
1002001991,100200,1991,144,1,55.02,8.42
1002201975,100220,1975,136,1,54.80,8.95
1002201976,100220,1976,132,2,54.80,8.95
1002201978,100220,1978,142,1,54.80,8.95
1002201980,100220,1980,143,2,54.80,8.95
1002201981,100220,1981,149,1,54.80,8.95
1002201988,100220,1988,140,1,54.80,8.95
1002201993,100220,1993,122,1,54.80,8.95
1002201994,100220,1994,129,1,54.80,8.95
1002201997,100220,1997,140,1,54.80,8.95
1002202002,100220,2002,132,1,54.80,8.95
1002202003,100220,2003,140,1,54.80,8.95
1002202004,100220,2004,146,1,54.80,8.95
1002202005,100220,2005,127,1,54.80,8.95
1002202006,100220,2006,138.5,2,54.80,8.95
1002202007,100220,2007,132,1,54.80,8.95
1002601975,100260,1975,141,2,54.52,9.15
1002601976,100260,1976,138,1,54.52,9.15
1002601978,100260,1978,144.5,2,54.52,9.15
1002601981,100260,1981,133,2,54.52,9.15
1002601988,100260,1988,138,1,54.52,9.15
1002601989,100260,1989,124,1,54.52,9.15
1002601990,100260,1990,125.5,2,54.52,9.15
1002601992,100260,1992,134,1,54.52,9.15
1002802006,100280,2006,129,1,54.33,8.60
1002802007,100280,2007,109,1,54.33,8.60
1002802008,100280,2008,126,1,54.33,8.60
1002802009,100280,2009,141,1,54.33,8.60
1003301977,100330,1977,138,1,54.83,9.50
1003301979,100330,1979,138,1,54.83,9.50
1003301981,100330,1981,141,1,54.83,9.50
1003301989,100330,1989,117,2,54.83,9.50
1003301990,100330,1990,120,1,54.83,9.50
1003301993,100330,1993,121,1,54.83,9.50
1003301994,100330,1994,127,1,54.83,9.50
1003301995,100330,1995,129,2,54.83,9.50
1003301996,100330,1996,138,2,54.83,9.50
1003301997,100330,1997,138,1,54.83,9.50
1003301999,100330,1999,128,1,54.83,9.50
1003302001,100330,2001,131,1,54.83,9.50
1003302002,100330,2002,125,1,54.83,9.50
1003302003,100330,2003,120,1,54.83,9.50
1003302004,100330,2004,124,1,54.83,9.50
1003302005,100330,2005,124,1,54.83,9.50
1003302006,100330,2006,127,1,54.83,9.50
1003302007,100330,2007,107,1,54.83,9.50
1003302008,100330,2008,125,1,54.83,9.50
1003302009,100330,2009,114,1,54.83,9.50
1003302010,100330,2010,121,1,54.83,9.50
1003401974,100340,1974,125,1,54.63,9.35
1003401978,100340,1978,143,1,54.63,9.35
1003401979,100340,1979,138,1,54.63,9.35
1003401980,100340,1980,135,1,54.63,9.35
1003401988,100340,1988,132,2,54.63,9.35
1003401990,100340,1990,122,1,54.63,9.35
1003401992,100340,1992,137.5,2,54.63,9.35
1003401993,100340,1993,128,1,54.63,9.35
1003401996,100340,1996,133,2,54.63,9.35
1003401998,100340,1998,127.5,2,54.63,9.35
1003402001,100340,2001,133.5,2,54.63,9.35
1003402003,100340,2003,126,1,54.63,9.35
1003501971,100350,1971,132,2,54.53,9.55
1003501974,100350,1974,137.5,2,54.53,9.55
1003501975,100350,1975,136.5,2,54.53,9.55
1003501976,100350,1976,140,1,54.53,9.55
1003501977,100350,1977,145,1,54.53,9.55
1003501978,100350,1978,148,1,54.53,9.55
1003501979,100350,1979,139.5,2,54.53,9.55
1003501980,100350,1980,134,2,54.53,9.55
1003501981,100350,1981,130,1,54.53,9.55
1003501988,100350,1988,139,1,54.53,9.55
1003701974,100370,1974,133,1,54.47,9.52
1003701975,100370,1975,134,1,54.47,9.52
1003701976,100370,1976,133,1,54.47,9.52
1003701977,100370,1977,140,1,54.47,9.52
1003701978,100370,1978,144,1,54.47,9.52
1003701979,100370,1979,135,1,54.47,9.52
1003701980,100370,1980,135.5,2,54.47,9.52
1003701981,100370,1981,134,2,54.47,9.52
1003701989,100370,1989,127,2,54.47,9.52
1003701991,100370,1991,135,2,54.47,9.52
1003701992,100370,1992,131.5,2,54.47,9.52
1003701993,100370,1993,116.5,2,54.47,9.52
1003701995,100370,1995,139,1,54.47,9.52
1003701998,100370,1998,130,1,54.47,9.52
1003701999,100370,1999,134,1,54.47,9.52
1003702001,100370,2001,134,2,54.47,9.52
1003702002,100370,2002,118,1,54.47,9.52
1003702003,100370,2003,128,1,54.47,9.52
1003702004,100370,2004,129,1,54.47,9.52
1003702005,100370,2005,131,1,54.47,9.52
1003702007,100370,2007,113,1,54.47,9.52
1003702008,100370,2008,124.3333333333,3,54.47,9.52
1003702009,100370,2009,116.5,2,54.47,9.52
1003702010,100370,2010,132,2,54.47,9.52
1003801975,100380,1975,125,1,54.32,9.53
1003801976,100380,1976,133,1,54.32,9.53
1003801977,100380,1977,131,2,54.32,9.53
1003801978,100380,1978,128,1,54.32,9.53
1003801979,100380,1979,142,1,54.32,9.53
1003801988,100380,1988,135,1,54.32,9.53
1003801989,100380,1989,120.75,4,54.32,9.53
1003801990,100380,1990,128,1,54.32,9.53
1003801991,100380,1991,140,1,54.32,9.53
1003801992,100380,1992,129,1,54.32,9.53
1003801995,100380,1995,126.6666666667,3,54.32,9.53
1003801997,100380,1997,128,1,54.32,9.53
1003802001,100380,2001,122,1,54.32,9.53
1003802002,100380,2002,127,1,54.32,9.53
1004201989,100420,1989,160,1,54.67,10.03
1004201990,100420,1990,120,1,54.67,10.03
1004201992,100420,1992,140,1,54.67,10.03
1004401977,100440,1977,137,1,54.50,10.28
1004401978,100440,1978,137,1,54.50,10.28
1004401991,100440,1991,127,1,54.50,10.28
1004501976,100450,1976,134.6666666667,3,54.33,10.10
1004501977,100450,1977,134,1,54.33,10.10
1004501979,100450,1979,138,2,54.33,10.10
1004501980,100450,1980,136,1,54.33,10.10
1004601987,100460,1987,131,1,54.38,10.15
1004601988,100460,1988,121,1,54.38,10.15
1004601991,100460,1991,122,1,54.38,10.15
1004601992,100460,1992,137,1,54.38,10.15
1004651998,100465,1998,123,2,54.37,10.13
1004652000,100465,2000,119,1,54.37,10.13
1004652001,100465,2001,130.6666666667,3,54.37,10.13
1004652003,100465,2003,122,1,54.37,10.13
1004652004,100465,2004,121,1,54.37,10.13
1004652005,100465,2005,134,1,54.37,10.13
1004652006,100465,2006,130,1,54.37,10.13
1004652009,100465,2009,112,1,54.37,10.13
1004652010,100465,2010,123,1,54.37,10.13
1004801984,100480,1984,131,1,54.38,10.18
1005501998,100550,1998,127,1,54.53,11.07
1005502002,100550,2002,131,1,54.53,11.07
1005502005,100550,2005,123,1,54.53,11.07
1005502006,100550,2006,136,2,54.53,11.07
1005502007,100550,2007,114,1,54.53,11.07
1005502009,100550,2009,120,1,54.53,11.07
1005502010,100550,2010,132,2,54.53,11.07
1006301987,100630,1987,138,1,54.50,11.22
1009101974,100910,1974,154,1,54.68,13.43
1009101992,100910,1992,134,1,54.68,13.43
1009702004,100970,2004,123,1,54.25,13.92
1009702008,100970,2008,120,1,54.25,13.92
1009702009,100970,2009,118,1,54.25,13.92
1009702010,100970,2010,124,1,54.25,13.92
1011301974,101130,1974,112,1,53.72,7.15
1011301977,101130,1977,133,1,53.72,7.15
1011301981,101130,1981,136,1,53.72,7.15
1011301983,101130,1983,92,1,53.72,7.15
1011301987,101130,1987,131,1,53.72,7.15
1011301988,101130,1988,120.5,2,53.72,7.15
1011301989,101130,1989,115.3333333333,3,53.72,7.15
1011301990,101130,1990,125,1,53.72,7.15
1011301992,101130,1992,131.5,2,53.72,7.15
1012201974,101220,1974,130,1,53.53,7.90
1012201976,101220,1976,135,1,53.53,7.90
1012201977,101220,1977,119,1,53.53,7.90
1012201979,101220,1979,146,1,53.53,7.90
1012201981,101220,1981,127,1,53.53,7.90
1012201985,101220,1985,134,1,53.53,7.90
1012201987,101220,1987,124,2,53.53,7.90
1012201988,101220,1988,126,1,53.53,7.90
1012201991,101220,1991,134,1,53.53,7.90
1012201992,101220,1992,131,2,53.53,7.90
1012201993,101220,1993,117,1,53.53,7.90
1012201995,101220,1995,124,1,53.53,7.90
1012201999,101220,1999,127,1,53.53,7.90
1012202000,101220,2000,123,1,53.53,7.90
1012202001,101220,2001,128,1,53.53,7.90
1012202003,101220,2003,128,1,53.53,7.90
1012301995,101230,1995,120,1,53.80,7.90
1012601974,101260,1974,131,1,53.55,7.67
1012601975,101260,1975,139,1,53.55,7.67
1012601976,101260,1976,155,1,53.55,7.67
1012601980,101260,1980,133,1,53.55,7.67
1012601982,101260,1982,138,1,53.55,7.67
1012601983,101260,1983,127.5,2,53.55,7.67
1012601984,101260,1984,142,1,53.55,7.67
1012601987,101260,1987,121,1,53.55,7.67
1012601988,101260,1988,128.5,2,53.55,7.67
1012601989,101260,1989,126,1,53.55,7.67
1012601990,101260,1990,117,2,53.55,7.67
1012601991,101260,1991,138,1,53.55,7.67
1012601992,101260,1992,124.5,2,53.55,7.67
1012601993,101260,1993,118,1,53.55,7.67
1012601995,101260,1995,122,1,53.55,7.67
1012601996,101260,1996,128.5,2,53.55,7.67
1012601997,101260,1997,120,1,53.55,7.67
1012602000,101260,2000,126,1,53.55,7.67
1012602001,101260,2001,133,1,53.55,7.67
1012602002,101260,2002,131,1,53.55,7.67
1012602003,101260,2003,122,1,53.55,7.67
1012602004,101260,2004,121,1,53.55,7.67
1012602006,101260,2006,120.5,2,53.55,7.67
1012602007,101260,2007,114,1,53.55,7.67
1012602008,101260,2008,117,2,53.55,7.67
1012602009,101260,2009,113,1,53.55,7.67
1012602010,101260,2010,120,1,53.55,7.67
1012801977,101280,1977,135,1,53.58,8.03
1012901971,101290,1971,123,1,53.53,8.58
1012901974,101290,1974,116.5,2,53.53,8.58
1012901975,101290,1975,132,1,53.53,8.58
1012901977,101290,1977,130,1,53.53,8.58
1012901979,101290,1979,134.3333333333,3,53.53,8.58
1012901982,101290,1982,131,1,53.53,8.58
1012901984,101290,1984,122,1,53.53,8.58
1012901985,101290,1985,132.6666666667,3,53.53,8.58
1012901986,101290,1986,131,1,53.53,8.58
1012901987,101290,1987,130,1,53.53,8.58
1012901988,101290,1988,132,1,53.53,8.58
1012901990,101290,1990,116,1,53.53,8.58
1013001989,101300,1989,129,1,54.07,9.02
1013001991,101300,1991,122.5,2,54.07,9.02
1013001992,101300,1992,131,1,54.07,9.02
1013101974,101310,1974,126,1,53.87,8.70
1013101977,101310,1977,138,1,53.87,8.70
1013101979,101310,1979,137,2,53.87,8.70
1013101980,101310,1980,133,1,53.87,8.70
1013101981,101310,1981,127.5,2,53.87,8.70
1013101982,101310,1982,136,2,53.87,8.70
1013101986,101310,1986,129.5,2,53.87,8.70
1013101987,101310,1987,122,1,53.87,8.70
1013101990,101310,1990,120,1,53.87,8.70
1013601974,101360,1974,130,1,53.77,8.67
1013601977,101360,1977,139,1,53.77,8.67
1013601978,101360,1978,135,1,53.77,8.67
1013601979,101360,1979,138,1,53.77,8.67
1013601981,101360,1981,138,1,53.77,8.67
1013601983,101360,1983,135,1,53.77,8.67
1013601984,101360,1984,140,1,53.77,8.67
1013601985,101360,1985,137,1,53.77,8.67
1013601986,101360,1986,130,1,53.77,8.67
1013601987,101360,1987,136,1,53.77,8.67
1013601988,101360,1988,131,1,53.77,8.67
1013601989,101360,1989,130,1,53.77,8.67
1013601990,101360,1990,120,1,53.77,8.67
1013601991,101360,1991,145,1,53.77,8.67
1013601992,101360,1992,125,1,53.77,8.67
1013601993,101360,1993,118,1,53.77,8.67
1013601994,101360,1994,124.5,2,53.77,8.67
1013601995,101360,1995,126,2,53.77,8.67
1013601996,101360,1996,134,4,53.77,8.67
1013601997,101360,1997,126,1,53.77,8.67
1013601999,101360,1999,114,1,53.77,8.67
1013602000,101360,2000,118,1,53.77,8.67
1013602002,101360,2002,129,1,53.77,8.67
1013602004,101360,2004,121,1,53.77,8.67
1013602006,101360,2006,129.5,2,53.77,8.67
1013602007,101360,2007,123.5,2,53.77,8.67
1013602009,101360,2009,112,3,53.77,8.67
1013901992,101390,1992,132,1,53.50,9.17
1014201996,101420,1996,129,1,53.98,9.57
1014201997,101420,1997,134,2,53.98,9.57
1014201998,101420,1998,130,1,53.98,9.57
1014201999,101420,1999,116.5,2,53.98,9.57
1014202000,101420,2000,118,1,53.98,9.57
1014202002,101420,2002,127,1,53.98,9.57
1014202004,101420,2004,123,1,53.98,9.57
1014202005,101420,2005,121,1,53.98,9.57
1014202006,101420,2006,126.5,2,53.98,9.57
1014202007,101420,2007,106,1,53.98,9.57
1014202008,101420,2008,110,1,53.98,9.57
1014301989,101430,1989,120.5,2,54.08,9.98
1014301990,101430,1990,111,1,54.08,9.98
1014301991,101430,1991,130,1,54.08,9.98
1014601997,101460,1997,132,2,53.73,9.88
1014601998,101460,1998,124,2,53.73,9.88
1014601999,101460,1999,109,1,53.73,9.88
1014602000,101460,2000,123,1,53.73,9.88
1014602002,101460,2002,125,2,53.73,9.88
1014602003,101460,2003,121.5,2,53.73,9.88
1014602006,101460,2006,126,1,53.73,9.88
1014602007,101460,2007,105,1,53.73,9.88
1014701974,101470,1974,132,2,53.63,10.00
1014701975,101470,1975,135.3333333333,3,53.63,10.00
1014701976,101470,1976,135.5,2,53.63,10.00
1014701979,101470,1979,138,1,53.63,10.00
1014701983,101470,1983,135,1,53.63,10.00
1014701984,101470,1984,136,2,53.63,10.00
1014701985,101470,1985,132.5,2,53.63,10.00
1014701986,101470,1986,133.5,2,53.63,10.00
1014701987,101470,1987,122,2,53.63,10.00
1014701988,101470,1988,131.5,2,53.63,10.00
1014701989,101470,1989,112,1,53.63,10.00
1014701990,101470,1990,109.5,2,53.63,10.00
1014701991,101470,1991,106,1,53.63,10.00
1014701992,101470,1992,131,1,53.63,10.00
1015002002,101500,2002,124.3333333333,3,54.17,10.35
1015002003,101500,2003,119,2,54.17,10.35
1015002004,101500,2004,107,1,54.17,10.35
1015002005,101500,2005,132,1,54.17,10.35
1015002006,101500,2006,133,1,54.17,10.35
1015002007,101500,2007,115.6666666667,3,54.17,10.35
1015002008,101500,2008,121,1,54.17,10.35
1015002009,101500,2009,113.5,2,54.17,10.35
1015002010,101500,2010,120.3333333333,3,54.17,10.35
1015201989,101520,1989,127,1,54.08,10.88
1015201990,101520,1990,118,1,54.08,10.88
1015201991,101520,1991,120,1,54.08,10.88
1015201992,101520,1992,134,1,54.08,10.88
1015601974,101560,1974,132,2,53.82,10.70
1015601975,101560,1975,130,1,53.82,10.70
1015601976,101560,1976,129.5,2,53.82,10.70
1015601977,101560,1977,133,1,53.82,10.70
1015601979,101560,1979,137,1,53.82,10.70
1015601982,101560,1982,136.5,2,53.82,10.70
1015601984,101560,1984,131.5,2,53.82,10.70
1015601985,101560,1985,139,1,53.82,10.70
1015601986,101560,1986,128,1,53.82,10.70
1015601987,101560,1987,120,1,53.82,10.70
1015601989,101560,1989,117.3333333333,3,53.82,10.70
1015601990,101560,1990,120,1,53.82,10.70
1015601991,101560,1991,132,1,53.82,10.70
1015601992,101560,1992,131.6666666667,3,53.82,10.70
1016101974,101610,1974,131,1,54.00,11.20
1016101992,101610,1992,129,1,54.00,11.20
1016201974,101620,1974,136,1,53.63,11.42
1016242003,101624,2003,120,1,53.42,11.78
1016242007,101624,2007,113,1,53.42,11.78
1016242008,101624,2008,122,1,53.42,11.78
1016242010,101624,2010,123,1,53.42,11.78
1016801992,101680,1992,127.5,2,53.60,12.10
1017001992,101700,1992,123,1,54.18,12.08
1017201997,101720,1997,122,1,53.92,12.28
1017201998,101720,1998,123.5,2,53.92,12.28
1017202000,101720,2000,117,1,53.92,12.28
1017202001,101720,2001,132,2,53.92,12.28
1017202003,101720,2003,124,1,53.92,12.28
1017202007,101720,2007,114.5,2,53.92,12.28
1017202008,101720,2008,124,2,53.92,12.28
1017701992,101770,1992,134,1,53.77,12.62
1018001992,101800,1992,131,2,54.37,12.73
1018501974,101850,1974,131,1,54.10,13.45
1019301992,101930,1992,133,1,53.75,14.07
1019351997,101935,1997,126,1,53.87,14.15
1019351998,101935,1998,115.5,2,53.87,14.15
1019351999,101935,1999,119.5,2,53.87,14.15
1019352000,101935,2000,114,2,53.87,14.15
1019352001,101935,2001,124,1,53.87,14.15
1019352002,101935,2002,122,1,53.87,14.15
1019352003,101935,2003,121,1,53.87,14.15
1019352004,101935,2004,118,1,53.87,14.15
1019352005,101935,2005,124,1,53.87,14.15
1019352006,101935,2006,127,1,53.87,14.15
1019352007,101935,2007,121,1,53.87,14.15
1019352008,101935,2008,121,1,53.87,14.15
1019352009,101935,2009,120,1,53.87,14.15
1019352010,101935,2010,128,1,53.87,14.15
1020001998,102000,1998,130,1,53.38,7.23
1020001999,102000,1999,115,1,53.38,7.23
1020002003,102000,2003,116,1,53.38,7.23
1020002005,102000,2005,125,2,53.38,7.23
1020002006,102000,2006,131,2,53.38,7.23
1020002007,102000,2007,110,1,53.38,7.23
1020002009,102000,2009,117,1,53.38,7.23
1020002010,102000,2010,115,1,53.38,7.23
1020301979,102030,1979,151,1,53.33,7.20
1020301981,102030,1981,130.5,2,53.33,7.20
1020301982,102030,1982,124,1,53.33,7.20
1020301983,102030,1983,118,1,53.33,7.20
1020301984,102030,1984,139,2,53.33,7.20
1020301987,102030,1987,121,2,53.33,7.20
1020301990,102030,1990,111,1,53.33,7.20
1020301991,102030,1991,126,1,53.33,7.20
1021501978,102150,1978,128,1,53.18,8.17
1021501979,102150,1979,134,1,53.18,8.17
1021501980,102150,1980,134,2,53.18,8.17
1021501981,102150,1981,132,1,53.18,8.17
1021501986,102150,1986,127.3333333333,3,53.18,8.17
1021501989,102150,1989,109,1,53.18,8.17
1021501990,102150,1990,108,1,53.18,8.17
1021501991,102150,1991,133,1,53.18,8.17
1021501993,102150,1993,117,1,53.18,8.17
1021501994,102150,1994,116,1,53.18,8.17
1021501996,102150,1996,123,1,53.18,8.17
1021501997,102150,1997,123,1,53.18,8.17
1021501998,102150,1998,117,1,53.18,8.17
1021501999,102150,1999,122,1,53.18,8.17
1021502001,102150,2001,128.5,2,53.18,8.17
1021502004,102150,2004,112,1,53.18,8.17
1021502005,102150,2005,120,2,53.18,8.17
1021502008,102150,2008,122.5,2,53.18,8.17
1021502009,102150,2009,108,1,53.18,8.17
1021801975,102180,1975,129,1,52.88,8.23
1021801976,102180,1976,129,1,52.88,8.23
1021801977,102180,1977,136,1,52.88,8.23
1021801981,102180,1981,110,1,52.88,8.23
1021801982,102180,1982,130,1,52.88,8.23
1021801986,102180,1986,124,1,52.88,8.23
1021801989,102180,1989,105,1,52.88,8.23
1021801990,102180,1990,122,1,52.88,8.23
1021801993,102180,1993,116,1,52.88,8.23
1021801994,102180,1994,120,1,52.88,8.23
1022401974,102240,1974,109,1,53.05,8.80
1022401976,102240,1976,127,1,53.05,8.80
1022401977,102240,1977,122,1,53.05,8.80
1022401979,102240,1979,134,1,53.05,8.80
1022401980,102240,1980,132,2,53.05,8.80
1022401983,102240,1983,118.5,2,53.05,8.80
1022401987,102240,1987,113,1,53.05,8.80
1022401989,102240,1989,118.6666666667,3,53.05,8.80
1022401990,102240,1990,124,1,53.05,8.80
1022401992,102240,1992,109,1,53.05,8.80
1022401994,102240,1994,127,1,53.05,8.80
1022401995,102240,1995,130.5,2,53.05,8.80
1022401996,102240,1996,129,1,53.05,8.80
1022401997,102240,1997,129,1,53.05,8.80
1023501980,102350,1980,136,1,53.00,9.83
1023501982,102350,1982,130,1,53.00,9.83
1023501984,102350,1984,125,1,53.00,9.83
1023501986,102350,1986,125.3333333333,3,53.00,9.83
1023501987,102350,1987,129,1,53.00,9.83
1023501988,102350,1988,128.5,2,53.00,9.83
1023501990,102350,1990,122.5,2,53.00,9.83
1023501992,102350,1992,125,1,53.00,9.83
1023802000,102380,2000,116,1,52.82,9.93
1023802003,102380,2003,118,1,52.82,9.93
1023802004,102380,2004,116,1,52.82,9.93
1023802006,102380,2006,127,1,52.82,9.93
1023802007,102380,2007,108,1,52.82,9.93
1023802010,102380,2010,91,1,52.82,9.93
1024601974,102460,1974,129,1,52.92,10.18
1024601996,102460,1996,121,1,52.92,10.18
1024601998,102460,1998,118,1,52.92,10.18
1024602002,102460,2002,127,2,52.92,10.18
1024602003,102460,2003,113,2,52.92,10.18
1024602004,102460,2004,114,1,52.92,10.18
1024602006,102460,2006,118,2,52.92,10.18
1024602010,102460,2010,121,1,52.92,10.18
1024901992,102490,1992,138,1,53.40,10.68
1025301974,102530,1974,117,1,52.97,11.13
1025301979,102530,1979,130.6666666667,3,52.97,11.13
1025301980,102530,1980,136,1,52.97,11.13
1025301987,102530,1987,123,1,52.97,11.13
1025301988,102530,1988,123,1,52.97,11.13
1025301991,102530,1991,111,1,52.97,11.13
1025301992,102530,1992,130,1,52.97,11.13
1026201974,102620,1974,122.5,2,53.03,11.80
1026401992,102640,1992,132,1,53.32,11.93
1026701992,102670,1992,133,1,52.93,12.42
1026801996,102680,1996,125,1,53.52,12.67
1026801997,102680,1997,131,1,53.52,12.67
1026801998,102680,1998,122,1,53.52,12.67
1026801999,102680,1999,123,1,53.52,12.67
1026802001,102680,2001,132,1,53.52,12.67
1026802002,102680,2002,129,1,53.52,12.67
1026802003,102680,2003,122,1,53.52,12.67
1026802004,102680,2004,121,1,53.52,12.67
1026802006,102680,2006,127,1,53.52,12.67
1026802007,102680,2007,114,1,53.52,12.67
1026802008,102680,2008,124,1,53.52,12.67
1026802009,102680,2009,109,1,53.52,12.67
1026802010,102680,2010,127,1,53.52,12.67
1027001974,102700,1974,130,1,52.90,12.82
1027001992,102700,1992,134,1,52.90,12.82
1027901974,102790,1974,119,1,53.35,13.08
1028001992,102800,1992,136,1,53.55,13.20
1028101996,102810,1996,123,1,53.60,13.32
1028101997,102810,1997,134,4,53.60,13.32
1028102000,102810,2000,123,1,53.60,13.32
1028102001,102810,2001,127,2,53.60,13.32
1028102003,102810,2003,122,1,53.60,13.32
1028102004,102810,2004,120,1,53.60,13.32
1028102005,102810,2005,120.5,2,53.60,13.32
1028102008,102810,2008,118,1,53.60,13.32
1028102009,102810,2009,113,1,53.60,13.32
1028102010,102810,2010,121,1,53.60,13.32
1029101992,102910,1992,122,1,53.03,14.00
1030501974,103050,1974,122,1,52.52,7.32
1030501976,103050,1976,123.6666666667,3,52.52,7.32
1030501977,103050,1977,124,1,52.52,7.32
1030501978,103050,1978,128,1,52.52,7.32
1030501979,103050,1979,130,1,52.52,7.32
1030501980,103050,1980,131,2,52.52,7.32
1030501982,103050,1982,135,1,52.52,7.32
1030501983,103050,1983,123,3,52.52,7.32
1030501984,103050,1984,137,1,52.52,7.32
1030501987,103050,1987,122,1,52.52,7.32
1030501989,103050,1989,132,1,52.52,7.32
1030501990,103050,1990,121.5,2,52.52,7.32
1030501991,103050,1991,138,1,52.52,7.32
1030501992,103050,1992,126,1,52.52,7.32
1030601977,103060,1977,128,1,52.30,7.38
1030601980,103060,1980,141,1,52.30,7.38
1030601985,103060,1985,127,1,52.30,7.38
1030601986,103060,1986,127.6666666667,3,52.30,7.38
1030601988,103060,1988,118,1,52.30,7.38
1030601989,103060,1989,109,1,52.30,7.38
1030601992,103060,1992,128,1,52.30,7.38
1030601993,103060,1993,114,1,52.30,7.38
1030601994,103060,1994,118,1,52.30,7.38
1030601996,103060,1996,125,1,52.30,7.38
1030601997,103060,1997,118,2,52.30,7.38
1030601998,103060,1998,122,1,52.30,7.38
1030601999,103060,1999,106.5,2,52.30,7.38
1030602001,103060,2001,127,1,52.30,7.38
1030602003,103060,2003,124,1,52.30,7.38
1030602004,103060,2004,117,1,52.30,7.38
1030602009,103060,2009,103,1,52.30,7.38
1030602010,103060,2010,127,1,52.30,7.38
1031301971,103130,1971,122,1,51.97,7.60
1031301974,103130,1974,115.5,2,51.97,7.60
1031301975,103130,1975,116,1,51.97,7.60
1031301978,103130,1978,119.5,2,51.97,7.60
1031301979,103130,1979,129.5,2,51.97,7.60
1031301980,103130,1980,133,1,51.97,7.60
1031301982,103130,1982,115,1,51.97,7.60
1031301985,103130,1985,114,1,51.97,7.60
1031301986,103130,1986,118,1,51.97,7.60
1031301987,103130,1987,115.5,2,51.97,7.60
1031301988,103130,1988,121,1,51.97,7.60
1031341979,103134,1979,135,1,52.13,7.68
1031341982,103134,1982,134,1,52.13,7.68
1031341983,103134,1983,120,1,52.13,7.68
1031341986,103134,1986,119,2,52.13,7.68
1031341987,103134,1987,121,1,52.13,7.68
1031401974,103140,1974,139,1,52.33,7.53
1031401977,103140,1977,126,1,52.33,7.53
1031401979,103140,1979,139,1,52.33,7.53
1031401980,103140,1980,142,1,52.33,7.53
1031401981,103140,1981,136,1,52.33,7.53
1031401983,103140,1983,138,1,52.33,7.53
1031401985,103140,1985,140,1,52.33,7.53
1031401986,103140,1986,134,1,52.33,7.53
1031401992,103140,1992,124,1,52.33,7.53
1031401995,103140,1995,120,1,52.33,7.53
1031401997,103140,1997,132,1,52.33,7.53
1031401999,103140,1999,115,2,52.33,7.53
1031501989,103150,1989,100,1,52.13,7.70
1031501990,103150,1990,111,1,52.13,7.70
1031501991,103150,1991,129,1,52.13,7.70
1031501992,103150,1992,115.5,2,52.13,7.70
1031701975,103170,1975,125,1,52.25,8.05
