SITE,USAF,YEAR,BBCH11,n_11,LAT,LON
1054201974,105420,1974,120,2,50.87,9.72
1054201975,105420,1975,125,1,50.87,9.72
1054201976,105420,1976,139,1,50.87,9.72
1054201977,105420,1977,130,1,50.87,9.72
1054201978,105420,1978,130,1,50.87,9.72
1054201979,105420,1979,140,1,50.87,9.72
1054201980,105420,1980,134,1,50.87,9.72
1054201981,105420,1981,134,2,50.87,9.72
1054201982,105420,1982,135,1,50.87,9.72
1054201985,105420,1985,136.6666666667,3,50.87,9.72
1054201986,105420,1986,138,1,50.87,9.72
1054201987,105420,1987,130,1,50.87,9.72
1054201988,105420,1988,126,2,50.87,9.72
1054201990,105420,1990,117,1,50.87,9.72
1054401974,105440,1974,129.75,4,50.50,9.95
1054401977,105440,1977,141,1,50.50,9.95
1054401978,105440,1978,130.5,2,50.50,9.95
1054401980,105440,1980,148,2,50.50,9.95
1054401982,105440,1982,140.5,2,50.50,9.95
1054401983,105440,1983,133.5,2,50.50,9.95
1054401984,105440,1984,141.5,2,50.50,9.95
1054401985,105440,1985,137,1,50.50,9.95
1054401986,105440,1986,140,1,50.50,9.95
1054401989,105440,1989,118,1,50.50,9.95
1054401990,105440,1990,124.5,2,50.50,9.95
1054401991,105440,1991,136.5,2,50.50,9.95
1054401992,105440,1992,126.5,2,50.50,9.95
1055201992,105520,1992,132,1,50.65,10.77
1055361997,105536,1997,125,1,50.98,12.50
1055362001,105536,2001,124,1,50.98,12.50
1055362003,105536,2003,120,1,50.98,12.50
1055362005,105536,2005,119.5,2,50.98,12.50
1055362007,105536,2007,113.3333333333,3,50.98,12.50
1055362008,105536,2008,114,1,50.98,12.50
1055362009,105536,2009,109.5,2,50.98,12.50
1055502000,105550,2000,122,1,50.98,11.32
1055502002,105550,2002,127,1,50.98,11.32
1055502003,105550,2003,126,1,50.98,11.32
1055502004,105550,2004,123,1,50.98,11.32
1055502006,105550,2006,130.5,2,50.98,11.32
1055701992,105570,1992,130,1,50.50,11.13
1056401992,105640,1992,134,1,50.57,11.82
1056501992,105650,1992,123,1,51.08,11.93
1056701974,105670,1974,127,1,50.88,12.13
1056701992,105670,1992,119,1,50.88,12.13
1057701992,105770,1992,110,1,50.80,12.87
1057801992,105780,1992,145,1,50.43,12.95
1058201992,105820,1992,134,1,50.73,13.75
1060701974,106070,1974,119,1,49.98,6.70
1060701975,106070,1975,133,1,49.98,6.70
1060701977,106070,1977,80,1,49.98,6.70
1060701979,106070,1979,135,1,49.98,6.70
1060701980,106070,1980,135,1,49.98,6.70
1060701982,106070,1982,132.5,2,49.98,6.70
1060701985,106070,1985,136,1,49.98,6.70
1060701986,106070,1986,140.5,2,49.98,6.70
1060701987,106070,1987,127.5,4,49.98,6.70
1060701989,106070,1989,116,1,49.98,6.70
1060701990,106070,1990,121,3,49.98,6.70
1060701991,106070,1991,132,1,49.98,6.70
1060701992,106070,1992,129.5,2,49.98,6.70
1060701994,106070,1994,126.5,2,49.98,6.70
1060701998,106070,1998,145,1,49.98,6.70
1060701999,106070,1999,146,1,49.98,6.70
1060702000,106070,2000,124,1,49.98,6.70
1060702006,106070,2006,114,2,49.98,6.70
1060702008,106070,2008,124,1,49.98,6.70
1060702009,106070,2009,123,1,49.98,6.70
1060901971,106090,1971,126.5,2,49.75,6.67
1060901974,106090,1974,118,2,49.75,6.67
1060901975,106090,1975,122,1,49.75,6.67
1060901976,106090,1976,125,1,49.75,6.67
1060901978,106090,1978,128,1,49.75,6.67
1060901980,106090,1980,123,1,49.75,6.67
1060901981,106090,1981,125,2,49.75,6.67
1060901982,106090,1982,119.3333333333,3,49.75,6.67
1060901985,106090,1985,122,1,49.75,6.67
1060901987,106090,1987,122,1,49.75,6.67
1060901991,106090,1991,117,2,49.75,6.67
1060901992,106090,1992,125,3,49.75,6.67
1061001976,106100,1976,150,1,49.95,6.57
1061001977,106100,1977,147,1,49.95,6.57
1061001978,106100,1978,151,1,49.95,6.57
1061001979,106100,1979,148,1,49.95,6.57
1061001981,106100,1981,99,1,49.95,6.57
1061001982,106100,1982,137,1,49.95,6.57
1061001983,106100,1983,121,1,49.95,6.57
1061001984,106100,1984,136,2,49.95,6.57
1061001985,106100,1985,141,1,49.95,6.57
1061001986,106100,1986,145,1,49.95,6.57
1061001987,106100,1987,122,1,49.95,6.57
1061001988,106100,1988,128,1,49.95,6.57
1061001989,106100,1989,122,1,49.95,6.57
1061001990,106100,1990,114,1,49.95,6.57
1061001991,106100,1991,123,1,49.95,6.57
1061001992,106100,1992,110,1,49.95,6.57
1061001993,106100,1993,111,2,49.95,6.57
1061301974,106130,1974,117,1,50.17,7.07
1061301976,106130,1976,130,1,50.17,7.07
1061301977,106130,1977,135,1,50.17,7.07
1061301978,106130,1978,139,1,50.17,7.07
1061301983,106130,1983,129,1,50.17,7.07
1061301984,106130,1984,127,1,50.17,7.07
1061301985,106130,1985,134,1,50.17,7.07
1061301986,106130,1986,135,1,50.17,7.07
1061301987,106130,1987,122,1,50.17,7.07
1061301988,106130,1988,126,1,50.17,7.07
1061301989,106130,1989,124,1,50.17,7.07
1061301991,106130,1991,143,1,50.17,7.07
1061301992,106130,1992,130,1,50.17,7.07
1061301994,106130,1994,128,1,50.17,7.07
1061301995,106130,1995,127.5,2,50.17,7.07
1061301996,106130,1996,140,1,50.17,7.07
1061301997,106130,1997,125,1,50.17,7.07
1061301998,106130,1998,125,1,50.17,7.07
1061301999,106130,1999,123,1,50.17,7.07
1061302000,106130,2000,123,1,50.17,7.07
1061302001,106130,2001,133,1,50.17,7.07
1061302002,106130,2002,119,1,50.17,7.07
1061302003,106130,2003,122,1,50.17,7.07
1061302004,106130,2004,118,1,50.17,7.07
1061302005,106130,2005,121,1,50.17,7.07
1061302007,106130,2007,110.5,2,50.17,7.07
1061401978,106140,1978,126,1,49.43,7.60
1061401981,106140,1981,124.5,2,49.43,7.60
1061401982,106140,1982,138,1,49.43,7.60
1061401983,106140,1983,127,3,49.43,7.60
1061401985,106140,1985,135,1,49.43,7.60
1061401988,106140,1988,123,1,49.43,7.60
1061401989,106140,1989,109.5,2,49.43,7.60
1061401991,106140,1991,124.5,2,49.43,7.60
1061401992,106140,1992,127.5,2,49.43,7.60
1061401993,106140,1993,114.5,2,49.43,7.60
1061401994,106140,1994,120.3333333333,3,49.43,7.60
1061401996,106140,1996,120,1,49.43,7.60
1061401997,106140,1997,110,1,49.43,7.60
1061401998,106140,1998,114,1,49.43,7.60
1061401999,106140,1999,117.5,2,49.43,7.60
1061402001,106140,2001,130,1,49.43,7.60
1061402002,106140,2002,118,1,49.43,7.60
1061402003,106140,2003,117,2,49.43,7.60
1061402004,106140,2004,117,2,49.43,7.60
1061402005,106140,2005,122,1,49.43,7.60
1061402007,106140,2007,111,2,49.43,7.60
1061402010,106140,2010,122,2,49.43,7.60
1061501977,106150,1977,143,1,49.77,7.05
1061501979,106150,1979,151,1,49.77,7.05
1061501980,106150,1980,139,1,49.77,7.05
1061501981,106150,1981,141,2,49.77,7.05
1061501982,106150,1982,125,2,49.77,7.05
1061501983,106150,1983,142.5,2,49.77,7.05
1061501984,106150,1984,139.6666666667,3,49.77,7.05
1061501986,106150,1986,140,1,49.77,7.05
1061501987,106150,1987,144,1,49.77,7.05
1061501988,106150,1988,111,1,49.77,7.05
1061501992,106150,1992,133,1,49.77,7.05
1061601975,106160,1975,122,1,49.95,7.27
1061601976,106160,1976,107,1,49.95,7.27
1061601979,106160,1979,142,2,49.95,7.27
1061601980,106160,1980,130,1,49.95,7.27
1061601982,106160,1982,135,1,49.95,7.27
1061601983,106160,1983,125,1,49.95,7.27
1061601984,106160,1984,144,1,49.95,7.27
1061601988,106160,1988,126.5,2,49.95,7.27
1061601989,106160,1989,126,1,49.95,7.27
1061601996,106160,1996,124,1,49.95,7.27
1061602001,106160,2001,130,1,49.95,7.27
1061602002,106160,2002,126,2,49.95,7.27
1061602003,106160,2003,121,2,49.95,7.27
1061602006,106160,2006,123.6666666667,3,49.95,7.27
1061602007,106160,2007,108,1,49.95,7.27
1061602009,106160,2009,109,2,49.95,7.27
1061602010,106160,2010,117,2,49.95,7.27
1061801995,106180,1995,128,1,49.70,7.33
1061801996,106180,1996,123.5,2,49.70,7.33
1061802000,106180,2000,130.5,2,49.70,7.33
1061802004,106180,2004,130,1,49.70,7.33
1061802005,106180,2005,140,1,49.70,7.33
1061802006,106180,2006,127,1,49.70,7.33
1061802007,106180,2007,140,1,49.70,7.33
1061802010,106180,2010,115,1,49.70,7.33
1062601977,106260,1977,123,1,49.85,7.60
1062601978,106260,1978,124.5,2,49.85,7.60
1062601979,106260,1979,115,1,49.85,7.60
1062601982,106260,1982,124,1,49.85,7.60
1062601983,106260,1983,120,1,49.85,7.60
1062601984,106260,1984,119.5,2,49.85,7.60
1062601985,106260,1985,125,1,49.85,7.60
1062601988,106260,1988,121,1,49.85,7.60
1062601989,106260,1989,131,1,49.85,7.60
1062601996,106260,1996,127.6666666667,3,49.85,7.60
1062802008,106280,2008,113,2,49.98,7.95
1062802009,106280,2009,106,1,49.98,7.95
1062802010,106280,2010,116,2,49.98,7.95
1063301975,106330,1975,130,2,50.05,8.33
1063302007,106330,2007,105,1,50.05,8.33
1063302008,106330,2008,128,1,50.05,8.33
1063302009,106330,2009,104.5,2,50.05,8.33
1063501974,106350,1974,109,2,50.22,8.45
1063501975,106350,1975,134,1,50.22,8.45
1063501976,106350,1976,124,3,50.22,8.45
1063501977,106350,1977,124.5,2,50.22,8.45
1063501979,106350,1979,126,1,50.22,8.45
1063501980,106350,1980,129,1,50.22,8.45
1063501981,106350,1981,116,1,50.22,8.45
1063501982,106350,1982,135,3,50.22,8.45
1063501983,106350,1983,111,1,50.22,8.45
1063501984,106350,1984,122,1,50.22,8.45
1063501985,106350,1985,122,1,50.22,8.45
1063501986,106350,1986,127,1,50.22,8.45
1063501989,106350,1989,116,1,50.22,8.45
1063501990,106350,1990,132,1,50.22,8.45
1063501991,106350,1991,108,2,50.22,8.45
1063701971,106370,1971,113,1,50.05,8.60
1063701974,106370,1974,121,1,50.05,8.60
1063701975,106370,1975,121,1,50.05,8.60
1063701976,106370,1976,112.5,2,50.05,8.60
1063701978,106370,1978,107,1,50.05,8.60
1063701979,106370,1979,126.5,2,50.05,8.60
1063701981,106370,1981,110.5,2,50.05,8.60
1063701982,106370,1982,119,1,50.05,8.60
1063701983,106370,1983,117,1,50.05,8.60
1063701984,106370,1984,122.5,2,50.05,8.60
1063701987,106370,1987,122.5,2,50.05,8.60
1063701991,106370,1991,102,2,50.05,8.60
1063701994,106370,1994,109.5,2,50.05,8.60
1063701998,106370,1998,126,1,50.05,8.60
1063901974,106390,1974,118.5,2,50.02,8.67
1063901975,106390,1975,118,1,50.02,8.67
1063901976,106390,1976,112,1,50.02,8.67
1063901978,106390,1978,136,1,50.02,8.67
1063901980,106390,1980,125,1,50.02,8.67
1063901982,106390,1982,125.5,2,50.02,8.67
1063901984,106390,1984,128,1,50.02,8.67
1063901985,106390,1985,128,1,50.02,8.67
1063901986,106390,1986,126,1,50.02,8.67
1064201974,106420,1974,102,1,50.17,8.97
1064201975,106420,1975,117.5,2,50.17,8.97
1064201976,106420,1976,116.5,2,50.17,8.97
1064501989,106450,1989,126,2,49.90,9.43
1064801988,106480,1988,112,1,49.72,9.10
1064801989,106480,1989,120,1,49.72,9.10
1064801990,106480,1990,98,1,49.72,9.10
1064801991,106480,1991,135,1,49.72,9.10
1065501971,106550,1971,117,2,49.77,9.97
1065501977,106550,1977,109,1,49.77,9.97
1065501979,106550,1979,132.5,2,49.77,9.97
1065501980,106550,1980,130,1,49.77,9.97
1065501982,106550,1982,134,1,49.77,9.97
1065501983,106550,1983,130,1,49.77,9.97
1065501985,106550,1985,135,1,49.77,9.97
1065501988,106550,1988,121,3,49.77,9.97
1065501990,106550,1990,118.5,2,49.77,9.97
1065801974,106580,1974,128.5,2,50.20,10.08
1065801976,106580,1976,129,1,50.20,10.08
1065801978,106580,1978,140,1,50.20,10.08
1065801980,106580,1980,136,1,50.20,10.08
1065801982,106580,1982,129,2,50.20,10.08
1065801985,106580,1985,135,1,50.20,10.08
1065801986,106580,1986,135,1,50.20,10.08
1065801987,106580,1987,131.5,2,50.20,10.08
1065801988,106580,1988,130,4,50.20,10.08
1065801989,106580,1989,117,2,50.20,10.08
1065801990,106580,1990,130,1,50.20,10.08
1065801991,106580,1991,122,1,50.20,10.08
1065801992,106580,1992,131,2,50.20,10.08
1065901974,106590,1974,119,2,49.75,10.20
1065901976,106590,1976,127,2,49.75,10.20
1065901977,106590,1977,138,1,49.75,10.20
1065901978,106590,1978,132.5,2,49.75,10.20
1065901981,106590,1981,98,1,49.75,10.20
1067101974,106710,1974,124,1,50.28,10.98
1067101975,106710,1975,130,1,50.28,10.98
1067101978,106710,1978,132,2,50.28,10.98
1067101979,106710,1979,145,1,50.28,10.98
1067101984,106710,1984,123,1,50.28,10.98
1067101986,106710,1986,125.6666666667,3,50.28,10.98
1067101988,106710,1988,121,1,50.28,10.98
1067101989,106710,1989,116.5,2,50.28,10.98
1067501974,106750,1974,129.6666666667,3,49.88,10.92
1067501976,106750,1976,125,1,49.88,10.92
1067501977,106750,1977,121,1,49.88,10.92
1067501979,106750,1979,125,1,49.88,10.92
1067501980,106750,1980,123,1,49.88,10.92
1067501982,106750,1982,121,1,49.88,10.92
1067501983,106750,1983,116.5,2,49.88,10.92
1067501984,106750,1984,135,1,49.88,10.92
1067501985,106750,1985,124,1,49.88,10.92
1067501986,106750,1986,121,1,49.88,10.92
1067501989,106750,1989,114.5,2,49.88,10.92
1067501990,106750,1990,118,1,49.88,10.92
1067701997,106770,1997,131,3,49.98,11.63
1067702000,106770,2000,124.3333333333,3,49.98,11.63
1067702001,106770,2001,136,1,49.98,11.63
1068501974,106850,1974,135,1,50.32,11.88
1068501975,106850,1975,145,1,50.32,11.88
1068501976,106850,1976,145,1,50.32,11.88
1068501979,106850,1979,141,1,50.32,11.88
1068501981,106850,1981,141,1,50.32,11.88
1068501985,106850,1985,139.6666666667,3,50.32,11.88
1068501986,106850,1986,135,1,50.32,11.88
1068501987,106850,1987,140.5,2,50.32,11.88
1068501988,106850,1988,137.5,2,50.32,11.88
1068501990,106850,1990,128.5,2,50.32,11.88
1068501991,106850,1991,153,2,50.32,11.88
1068501992,106850,1992,130,1,50.32,11.88
1068701976,106870,1976,133,1,49.70,11.94
1068701977,106870,1977,132,1,49.70,11.94
1068701978,106870,1978,138,1,49.70,11.94
1068701979,106870,1979,135,2,49.70,11.94
1068701980,106870,1980,134,1,49.70,11.94
1068701982,106870,1982,136,1,49.70,11.94
1068701983,106870,1983,125,1,49.70,11.94
1068701985,106870,1985,136,1,49.70,11.94
1068701986,106870,1986,129,1,49.70,11.94
1068701987,106870,1987,125,1,49.70,11.94
1068701988,106870,1988,126,2,49.70,11.94
1068701989,106870,1989,129,1,49.70,11.94
1068701990,106870,1990,123,3,49.70,11.94
1068701991,106870,1991,139,1,49.70,11.94
1068701992,106870,1992,130,1,49.70,11.94
1068701996,106870,1996,125,1,49.70,11.94
1068701997,106870,1997,134.5,2,49.70,11.94
1068701998,106870,1998,123.6666666667,3,49.70,11.94
1068701999,106870,1999,121,1,49.70,11.94
1068702000,106870,2000,122,1,49.70,11.94
1068702007,106870,2007,107,1,49.70,11.94
1068702008,106870,2008,124,1,49.70,11.94
1068702010,106870,2010,123,2,49.70,11.94
1068801974,106880,1974,137.6666666667,3,49.67,12.18
1068801976,106880,1976,136,1,49.67,12.18
1068801977,106880,1977,133,1,49.67,12.18
1068801978,106880,1978,133,1,49.67,12.18
1068801979,106880,1979,138,1,49.67,12.18
1068801983,106880,1983,132.5,2,49.67,12.18
1068801984,106880,1984,147,1,49.67,12.18
1068801988,106880,1988,143,1,49.67,12.18
1068801990,106880,1990,138,1,49.67,12.18
1070401974,107040,1974,108,2,49.28,6.68
1070401975,107040,1975,126,1,49.28,6.68
1070401976,107040,1976,123,1,49.28,6.68
1070401977,107040,1977,116,1,49.28,6.68
1070401979,107040,1979,135,1,49.28,6.68
1070401982,107040,1982,123,2,49.28,6.68
1070401984,107040,1984,127,2,49.28,6.68
1070401986,107040,1986,129.5,2,49.28,6.68
1070401988,107040,1988,122,1,49.28,6.68
1070401989,107040,1989,116.5,2,49.28,6.68
1070401990,107040,1990,104,1,49.28,6.68
1070401991,107040,1991,108,1,49.28,6.68
1070401992,107040,1992,117,1,49.28,6.68
1070601976,107060,1976,127,1,49.48,7.05
1070601977,107060,1977,128,2,49.48,7.05
1070601978,107060,1978,122,2,49.48,7.05
1070601979,107060,1979,132.5,2,49.48,7.05
1070601982,107060,1982,124,2,49.48,7.05
1070601983,107060,1983,116,1,49.48,7.05
1070601985,107060,1985,127,2,49.48,7.05
1070601986,107060,1986,144.5,2,49.48,7.05
1070601987,107060,1987,131,2,49.48,7.05
1070601988,107060,1988,133.5,2,49.48,7.05
1070601990,107060,1990,126,1,49.48,7.05
1070601991,107060,1991,140,1,49.48,7.05
1070601992,107060,1992,123,1,49.48,7.05
1070801978,107080,1978,129,1,49.22,7.12
1070801979,107080,1979,134,1,49.22,7.12
1070801981,107080,1981,114,3,49.22,7.12
1070801982,107080,1982,137,1,49.22,7.12
1070801983,107080,1983,131,4,49.22,7.12
1070801985,107080,1985,123,1,49.22,7.12
1070801986,107080,1986,127,1,49.22,7.12
1070801987,107080,1987,119,2,49.22,7.12
1070801989,107080,1989,125.5,2,49.22,7.12
1071201977,107120,1977,108.5,2,49.50,7.87
1071201979,107120,1979,128,1,49.50,7.87
1071201981,107120,1981,105,1,49.50,7.87
1071201984,107120,1984,123,1,49.50,7.87
1071201986,107120,1986,126,2,49.50,7.87
1071201989,107120,1989,124,1,49.50,7.87
1071201990,107120,1990,125,1,49.50,7.87
1071401974,107140,1974,111.6666666667,3,49.22,7.40
1071401975,107140,1975,138,2,49.22,7.40
1071401976,107140,1976,129.5,2,49.22,7.40
1071401978,107140,1978,123,1,49.22,7.40
1071401979,107140,1979,130,1,49.22,7.40
1071401981,107140,1981,123.3333333333,3,49.22,7.40
1071401982,107140,1982,124,1,49.22,7.40
1071401983,107140,1983,128,1,49.22,7.40
1071401984,107140,1984,135,1,49.22,7.40
1071401985,107140,1985,137.5,2,49.22,7.40
1071401986,107140,1986,126,1,49.22,7.40
1071401987,107140,1987,129,1,49.22,7.40
1071401988,107140,1988,115.5,2,49.22,7.40
1071401990,107140,1990,118,1,49.22,7.40
1072201975,107220,1975,122,1,48.78,8.08
1072201977,107220,1977,121,1,48.78,8.08
1072201978,107220,1978,125.5,2,48.78,8.08
1072201981,107220,1981,94,1,48.78,8.08
1072201982,107220,1982,117,1,48.78,8.08
1072201985,107220,1985,109,1,48.78,8.08
1072201987,107220,1987,115,2,48.78,8.08
1072201988,107220,1988,110.5,2,48.78,8.08
1072201989,107220,1989,102.5,2,48.78,8.08
1072201990,107220,1990,73,1,48.78,8.08
1072201992,107220,1992,100,1,48.78,8.08
1072301976,107230,1976,115,1,49.37,8.13
1072301977,107230,1977,122,1,49.37,8.13
1072301978,107230,1978,117,1,49.37,8.13
1072301980,107230,1980,139,1,49.37,8.13
1072301981,107230,1981,102,1,49.37,8.13
1072301982,107230,1982,123.3333333333,3,49.37,8.13
1072401974,107240,1974,127,1,49.38,8.12
1072401986,107240,1986,130,2,49.38,8.12
1072401988,107240,1988,114,1,49.38,8.12
1072401990,107240,1990,104,1,49.38,8.12
1072401991,107240,1991,107,1,49.38,8.12
1072701974,107270,1974,108,1,49.03,8.37
1072701975,107270,1975,117.6666666667,3,49.03,8.37
1072701976,107270,1976,116,1,49.03,8.37
1072701978,107270,1978,127,1,49.03,8.37
1072701983,107270,1983,120,1,49.03,8.37
1072701984,107270,1984,119,3,49.03,8.37
1072701985,107270,1985,121,1,49.03,8.37
1072701987,107270,1987,115,1,49.03,8.37
1072701989,107270,1989,88,1,49.03,8.37
1072701990,107270,1990,94,1,49.03,8.37
1072751998,107275,1998,114.5,2,48.77,8.07
1072752001,107275,2001,92,1,48.77,8.07
1072752003,107275,2003,99,2,48.77,8.07
1072752005,107275,2005,106,2,48.77,8.07
1072752006,107275,2006,109,1,48.77,8.07
1072752008,107275,2008,108.3333333333,3,48.77,8.07
1072752009,107275,2009,100,1,48.77,8.07
1072801974,107280,1974,114,1,49.57,8.47
1072801976,107280,1976,119,1,49.57,8.47
1072801977,107280,1977,123,1,49.57,8.47
1072801978,107280,1978,115,1,49.57,8.47
1072801980,107280,1980,121,1,49.57,8.47
1072801985,107280,1985,118,2,49.57,8.47
1072901974,107290,1974,102,1,49.52,8.55
1072901975,107290,1975,126,1,49.52,8.55
1072901976,107290,1976,121,1,49.52,8.55
1072901977,107290,1977,120,1,49.52,8.55
1072901982,107290,1982,123.5,2,49.52,8.55
1072901983,107290,1983,113,1,49.52,8.55
1072901984,107290,1984,120,1,49.52,8.55
1072901985,107290,1985,121.5,2,49.52,8.55
1072901986,107290,1986,125,1,49.52,8.55
1072901989,107290,1989,103,1,49.52,8.55
1072901991,107290,1991,119,1,49.52,8.55
1073401971,107340,1971,116,2,49.40,8.65
1073401976,107340,1976,127,1,49.40,8.65
1073401977,107340,1977,122,1,49.40,8.65
1073401978,107340,1978,122,1,49.40,8.65
1073401981,107340,1981,127,1,49.40,8.65
1073401983,107340,1983,116,1,49.40,8.65
1073401985,107340,1985,117,1,49.40,8.65
1073401986,107340,1986,128,2,49.40,8.65
1073401988,107340,1988,128,1,49.40,8.65
1073401991,107340,1991,106,1,49.40,8.65
1073401992,107340,1992,122,2,49.40,8.65
1073401993,107340,1993,114.5,2,49.40,8.65
1073401994,107340,1994,131,2,49.40,8.65
1073401996,107340,1996,118,1,49.40,8.65
1073401997,107340,1997,118,1,49.40,8.65
1073401998,107340,1998,111,2,49.40,8.65
1073601989,107360,1989,109,1,48.97,8.87
1073601990,107360,1990,109,1,48.97,8.87
1073601991,107360,1991,102,1,48.97,8.87
1073701975,107370,1975,127,1,48.77,9.18
1073701976,107370,1976,117,1,48.77,9.18
1073701979,107370,1979,133.75,4,48.77,9.18
1073701981,107370,1981,105,1,48.77,9.18
1073701982,107370,1982,121.25,4,48.77,9.18
1073801971,107380,1971,112,1,48.68,9.22
1073801974,107380,1974,130,1,48.68,9.22
1073801975,107380,1975,131,1,48.68,9.22
1073801979,107380,1979,127,2,48.68,9.22
1073801981,107380,1981,104,1,48.68,9.22
1073801982,107380,1982,131,1,48.68,9.22
1073801984,107380,1984,126.5,2,48.68,9.22
1073801987,107380,1987,120,3,48.68,9.22
1073801990,107380,1990,120,1,48.68,9.22
1073801991,107380,1991,130,2,48.68,9.22
1073801992,107380,1992,125,1,48.68,9.22
1073901985,107390,1985,122,2,48.83,9.20
1073901987,107390,1987,122,2,48.83,9.20
1073901988,107390,1988,119,3,48.83,9.20
1073901990,107390,1990,119.5,2,48.83,9.20
1073901991,107390,1991,114,1,48.83,9.20
1074201974,107420,1974,117,3,49.22,9.52
1074201975,107420,1975,124.5,2,49.22,9.52
1074201978,107420,1978,127,1,49.22,9.52
1074201980,107420,1980,140,1,49.22,9.52
1074201981,107420,1981,118,1,49.22,9.52
1074201982,107420,1982,132,1,49.22,9.52
1074201983,107420,1983,114,1,49.22,9.52
1074201985,107420,1985,140,1,49.22,9.52
1074201986,107420,1986,127,2,49.22,9.52
1074201987,107420,1987,119,1,49.22,9.52
1074201990,107420,1990,133,1,49.22,9.52
1074201991,107420,1991,106,1,49.22,9.52
1074201992,107420,1992,124,1,49.22,9.52
1074301985,107430,1985,130,1,49.38,9.97
1074301986,107430,1986,127,1,49.38,9.97
1074301987,107430,1987,121.3333333333,3,49.38,9.97
1074301988,107430,1988,132,1,49.38,9.97
1074301989,107430,1989,118,2,49.38,9.97
1074301990,107430,1990,127,2,49.38,9.97
1074301994,107430,1994,118,2,49.38,9.97
1074301996,107430,1996,120,1,49.38,9.97
1074301999,107430,1999,114,1,49.38,9.97
1074302000,107430,2000,120,1,49.38,9.97
1074302001,107430,2001,122,1,49.38,9.97
1074302003,107430,2003,111,1,49.38,9.97
1074302005,107430,2005,115,1,49.38,9.97
1074302006,107430,2006,126,1,49.38,9.97
1074302007,107430,2007,103,2,49.38,9.97
1074302008,107430,2008,122,1,49.38,9.97
1074302009,107430,2009,105,1,49.38,9.97
1074302010,107430,2010,97,1,49.38,9.97
1075202008,107520,2008,122.6666666667,3,49.47,10.38
1075202010,107520,2010,118,2,49.47,10.38
1075501987,107550,1987,140,1,49.32,10.63
1075502007,107550,2007,106.5,2,49.32,10.63
1075502009,107550,2009,109,1,49.32,10.63
1075502010,107550,2010,120,1,49.32,10.63
1076101974,107610,1974,104,1,49.02,10.97
1076101978,107610,1978,150,1,49.02,10.97
1076101981,107610,1981,125,1,49.02,10.97
1076101985,107610,1985,134,2,49.02,10.97
1076101987,107610,1987,129,1,49.02,10.97
1076101989,107610,1989,122,2,49.02,10.97
1076101991,107610,1991,139.75,4,49.02,10.97
1076101992,107610,1992,132,1,49.02,10.97
1076301971,107630,1971,122.5,2,49.50,11.08
1076301974,107630,1974,127,1,49.50,11.08
1076301975,107630,1975,120,1,49.50,11.08
1076301978,107630,1978,120.5,2,49.50,11.08
1076301979,107630,1979,131,1,49.50,11.08
1076301982,107630,1982,134,1,49.50,11.08
1076301983,107630,1983,135,1,49.50,11.08
1076301985,107630,1985,131,1,49.50,11.08
1076301988,107630,1988,124,1,49.50,11.08
1076301989,107630,1989,121.5,2,49.50,11.08
1076301990,107630,1990,123,1,49.50,11.08
1076301991,107630,1991,126,3,49.50,11.08
1076401974,107640,1974,133.5,2,49.38,11.17
1076401975,107640,1975,140,2,49.38,11.17
1076401978,107640,1978,131,1,49.38,11.17
1076401980,107640,1980,137.5,2,49.38,11.17
1076401981,107640,1981,131,1,49.38,11.17
1076401984,107640,1984,130.5,2,49.38,11.17
1076401985,107640,1985,135,1,49.38,11.17
1076501978,107650,1978,138,2,49.22,11.10
1076501980,107650,1980,146,1,49.22,11.10
1076501984,107650,1984,138,1,49.22,11.10
1076501985,107650,1985,146,1,49.22,11.10
1076501987,107650,1987,128,2,49.22,11.10
1076501988,107650,1988,121,1,49.22,11.10
1076501990,107650,1990,119,2,49.22,11.10
1076501992,107650,1992,129,1,49.22,11.10
1076501993,107650,1993,122,1,49.22,11.10
1076501994,107650,1994,120.3333333333,3,49.22,11.10
1076501996,107650,1996,121,1,49.22,11.10
1076502000,107650,2000,119.5,2,49.22,11.10
1076502001,107650,2001,125,1,49.22,11.10
1076502002,107650,2002,121,1,49.22,11.10
1076502003,107650,2003,114,1,49.22,11.10
1076502004,107650,2004,120.5,2,49.22,11.10
1076502005,107650,2005,121.3333333333,3,49.22,11.10
1077101996,107710,1996,130,1,49.43,11.90
1077101997,107710,1997,133,1,49.43,11.90
1077102003,107710,2003,117.5,2,49.43,11.90
1077102004,107710,2004,101.5,2,49.43,11.90
1077102006,107710,2006,114,2,49.43,11.90
1077102009,107710,2009,112,1,49.43,11.90
1077102010,107710,2010,118,1,49.43,11.90
1077151976,107715,1976,129,1,49.22,11.83
1077151983,107715,1983,147,1,49.22,11.83
1077501981,107750,1981,137,1,49.22,11.83
1077501982,107750,1982,146.5,2,49.22,11.83
1077501993,107750,1993,119,1,49.22,11.83
1077501994,107750,1994,122.3333333333,3,49.22,11.83
1077501995,107750,1995,127,1,49.22,11.83
1077502009,107750,2009,118,1,49.22,11.83
1077601971,107760,1971,128,1,49.05,12.10
1077601975,107760,1975,130.5,2,49.05,12.10
1077601978,107760,1978,143.5,2,49.05,12.10
1077601981,107760,1981,132,1,49.05,12.10
1077601988,107760,1988,127.6666666667,3,49.05,12.10
1077601990,107760,1990,124,2,49.05,12.10
1077601991,107760,1991,122,1,49.05,12.10
1077701989,107770,1989,122.5,2,48.95,11.43
