session	Individu	Espece	date_collecte	Jour_julien	jour post 0109	date_debourrement	date_fleur	incertitude	delai_max	delai_deb
5	fraexc	fraexc	09/01/2019	8	130	06/02/2019		1		28
5	lardec	lardec	09/01/2019	8	130	28/01/2019		2		19
5	carbet2	carbet	09/01/2019	8	130	25/02/2019		8		47
5	cassat2	cassat	09/01/2019	8	130	01/02/2019		1		23
5	fagsyl1	fagsyl	22/01/2019	21	143	25/02/2019		8		34
5	corave	corave	22/01/2019	21	143	28/01/2019		2		6
5	querob2	querob	22/01/2019	21	143	no			59	NA
5	alnglu2	alnglu	22/01/2019	21	143	25/02/2019		8		34
5	acepse1	acepse	22/01/2019	21	143	04/03/2019		1		41
5	betpen1	betpen	22/01/2019	21	143	15/02/2019		1		24
5	pruavi2	pruavi	22/01/2019	21	143	13/02/2019	11/02/2019	1		22
5	fraexc	fraexc	22/01/2019	21	143	no			50	NA
5	lardec	lardec	22/01/2019	21	143	01/02/2019		1		10
5	carbet2	carbet	22/01/2019	21	143	25/02/2019		8		34
5	cassat2	cassat	22/01/2019	21	143	11/02/2019		2		20
5	fagsyl1	fagsyl	04/02/2019	34	156	08/03/2019		1		32
5	corave	corave	04/02/2019	34	156	11/02/2019		2		7
5	querob2	querob	04/02/2019	34	156	27/02/2019		1		23
5	alnglu2	alnglu	04/02/2019	34	156	25/02/2019		10		21
5	acepse1	acepse	04/02/2019	34	156	no			56	NA
5	betpen1	betpen	04/02/2019	34	156	25/02/2019		10		21
5	pruavi2	pruavi	04/02/2019	34	156	25/02/2019	25/02/2019	10		21
5	fraexc	fraexc	04/02/2019	34	156	06/03/2019		1		30
5	lardec	lardec	04/02/2019	34	156	25/02/2019		10		21
5	carbet2	carbet	04/02/2019	34	156	20/03/2019		1		44
5	cassat2	cassat	04/02/2019	34	156	25/02/2019		10		21
5	fagsyl2	fagsyl	14/02/2019	44	166	06/03/2019		1		20
5	corave	corave	14/02/2019	44	166	25/02/2019		10		11
5	querob1	querob	14/02/2019	44	166	06/03/2019		1		20
5	alnglu2	alnglu	14/02/2019	44	166	02/03/2019		4		16
5	acepse1	acepse	14/02/2019	44	166	25/03/2019		2		39
5	betpen1	betpen	14/02/2019	44	166	06/03/2019		1		20
5	pruavi2	pruavi	14/02/2019	44	166	02/03/2019	02/03/2019	4		16
5	fraexc	fraexc	14/02/2019	44	166	08/03/2019		1		22
5	lardec	lardec	14/02/2019	44	166	04/03/2019		1		18
5	carbet2	carbet	14/02/2019	44	166	no			34	NA
5	cassat2	cassat	14/02/2019	44	166	04/03/2019		1		18
5	fagsyl2	fagsyl	25/02/2019	55	177	15/03/2019		1		18
5	corave	corave	25/02/2019	55	177	27/02/2019		1		2
5	querob1	querob	25/02/2019	55	177	no			32	NA
5	alnglu2	alnglu	25/02/2019	55	177	11/03/2019		2		14
5	acepse1	acepse	25/02/2019	55	177	27/03/2019		1		30
5	betpen1	betpen	25/02/2019	55	177	11/03/2019		2		14
5	pruavi2	pruavi	25/02/2019	55	177	11/03/2019	08/03/2019	2		14
5	fraexc	fraexc	25/02/2019	55	177	15/03/2019		1		18
5	lardec	lardec	25/02/2019	55	177	08/03/2019		1		11
5	carbet2	carbet	25/02/2019	55	177	06/03/2019		1		9
5	cassat2	cassat	25/02/2019	55	177	11/03/2019		2		14
5	fagsyl2	fagsyl	05/03/2019	63	185	18/03/2019		2		13
5	corave	corave	05/03/2019	63	185	05/03/2019		7		0
5	querob1	querob	05/03/2019	63	185	18/03/2019		2		13
5	alnglu2	alnglu	05/03/2019	63	185	20/03/2019		1		15
5	acepse1	acepse	05/03/2019	63	185	09/04/2019		3		35
5	betpen1	betpen	05/03/2019	63	185	18/03/2019		2		13
5	pruavi2	pruavi	05/03/2019	63	185	20/03/2019	18/03/2019	1		15
5	fraexc	fraexc	05/03/2019	63	185	29/03/2019		0		24
5	lardec	lardec	05/03/2019	63	185	18/03/2019		2		13
5	carbet2	carbet	05/03/2019	63	185	13/03/2019		1		8
5	cassat2	cassat	05/03/2019	63	185	18/03/2019		2		13
5	fagsyl2	fagsyl	17/03/2019	75	197	01/04/2019		2		15
5	querob1	querob	17/03/2019	75	197	27/03/2019		1		10
5	alnglu2	alnglu	17/03/2019	75	197	27/03/2019		1		10
5	acepse1	acepse	17/03/2019	75	197	01/04/2019		2		15
5	betpen1	betpen	17/03/2019	75	197	22/03/2019		1		5
5	pruavi2	pruavi	17/03/2019	75	197	20/03/2019	20/03/2019	1		3
5	fraexc	fraexc	17/03/2019	75	197	01/04/2019		2		15
5	lardec	lardec	17/03/2019	75	197	20/03/2019		1		3
5	carbet2	carbet	17/03/2019	75	197	17/03/2019		0		0
5	cassat2	cassat	17/03/2019	75	197	25/03/2019		2		8
5	fagsyl2	fagsyl	28/03/2019	86	208	05/04/2019		1		8
5	querob1	querob	28/03/2019	86	208	05/04/2019		1		8
5	alnglu2	alnglu	28/03/2019	86	208	28/03/2019		2		0
5	acepse1	acepse	28/03/2019	86	208	09/04/2019		3		12
5	betpen1	betpen	28/03/2019	86	208	28/03/2019		2		0
5	pruavi2	pruavi	28/03/2019	86	208	28/03/2019	28/03/2019	2		0
5	fraexc	fraexc	28/03/2019	86	208	09/04/2019		3		12
5	lardec	lardec	28/03/2019	86	208	28/03/2019		0		0
5	cassat2	cassat	28/03/2019	86	208	01/04/2019		2		4
5	cassat2	cassat	03/04/2019	92	214	03/04/2019		0		0
